Zipcode,Latitude,Longitude
5310,47.8444,13.3446
5311,47.83,13.4161
5321,47.8086,13.1419
5322,47.8116,13.2103
5323,47.7784,13.1759
5324,47.7356,13.2764
5325,47.8338,13.1709
5330,47.7905,13.2974
5340,47.7721,13.3831
5342,47.7154,13.3767
5350,47.6781,13.4281
5351,47.7,13.557
5360,47.7496,13.4799
5400,47.6874,13.0996
5411,47.7239,13.1317
5412,47.7313,13.1082
5421,47.7194,13.1513
5422,47.6594,13.0947
5423,47.6533,13.2365
5424,47.6707,13.1728
5425,47.7177,13.205
5431,47.6217,13.1363
5440,47.5665,13.1725
5441,47.5941,13.3461
5442,47.5896,13.4719
5450,47.4773,13.169
5451,47.513,13.122
5452,47.4822,13.2192
5453,47.4869,13.271
5500,47.4084,13.2169
5505,47.3889,13.1026
5511,47.4255,13.3039
5521,47.4269,13.3365
5522,47.4602,13.3796
5523,47.4937,13.3597
5524,47.5248,13.4486
5531,47.4279,13.3975
5532,47.4504,13.5136
5541,47.3384,13.4401
5542,47.302,13.3838
5550,47.3737,13.4901
5552,47.3307,13.5697
5561,47.3124,13.5058
5562,47.251,13.5216
5563,47.1861,13.5807
5570,47.1322,13.6654
5571,47.1862,13.73
5572,47.1491,13.7843
5573,47.222,13.642
5574,47.2183,13.7517
5575,47.2277,13.8152
5580,47.1506,13.8864
5581,47.0699,13.684
5582,47.1153,13.6092
5583,47.1075,13.4418
5584,47.1656,13.4457
5585,47.103,13.736
5591,47.0245,13.823
5592,47.0152,13.7342
5600,47.3456,13.2044
5602,47.3343,13.3105
5603,47.231,13.3303
5611,47.2268,13.2229
5612,47.1453,13.257
5620,47.3203,13.1449
5621,47.3155,13.1684
5622,47.3281,13.0777
5630,47.1597,13.0942
5632,47.2403,13.0981
5640,47.1145,13.1741
5645,47.0698,13.1328
5651,47.2758,13.0137
5652,47.3746,13.0079
5660,47.2739,12.9343
5661,47.1521,12.9426
5662,47.2899,12.8801
5671,47.2873,12.8238
5672,47.18,12.8272
5700,47.3235,12.8132
5710,47.2037,12.7136
5721,47.2811,12.7108
5722,47.2643,12.6451
5723,47.2138,12.584
5724,47.2957,12.5219
5730,47.2262,12.4926
5731,47.2261,12.4071
5732,47.2831,12.3832
5733,47.2264,12.3362
5741,47.2025,12.2598
5742,47.2671,12.1508
5743,47.1572,12.1561
5751,47.3644,12.8071
5752,47.3601,12.7246
5753,47.3748,12.6587
5754,47.361,12.5519
5760,47.4387,12.8484
5761,47.411,12.9574
5771,47.4351,12.7162
6020,47.279,11.3735
6060,47.2815,11.5052
6063,47.294,11.4428
6065,47.3069,11.4638
6067,47.3264,11.497
6068,47.2947,11.536
6069,47.3326,11.5833
6070,47.2652,11.4804
6071,47.2357,11.4848
6072,47.2289,11.4318
6073,47.2289,11.4679
6074,47.2398,11.5057
6075,47.2272,11.5352
6080,47.2317,11.4081
6082,47.2009,11.4177
6083,47.1872,11.4812
6091,47.2197,11.3207
6092,47.2227,11.3022
6094,47.208,11.2817
6095,47.1905,11.2621
6100,47.3379,11.1936
6103,47.3105,11.215
6105,47.3827,11.1394
6108,47.3882,11.3648
6111,47.2324,11.5717
6112,47.2723,11.5928
6113,47.2138,11.6237
6114,47.3,11.6253
6115,47.2474,11.6722
6116,47.3073,11.6535
6121,47.3011,11.565
6122,47.3104,11.5971
6123,47.3285,11.6379
6130,47.3421,11.7272
6133,47.2591,11.7183
6134,47.3638,11.6041
6135,47.3785,11.7033
6136,47.3,11.7505
6141,47.1783,11.4083
6142,47.1537,11.3924
6143,47.1393,11.4518
6145,47.1378,11.5559
6150,47.0209,11.3047
6152,47.0622,11.3927
6154,47.0727,11.5756
6156,47.025,11.4845
6157,47.006,11.3947
6161,47.2304,11.3547
6162,47.2088,11.3564
6165,47.168,11.329
6166,47.134,11.3519
6167,47.0536,11.2166
6170,47.3093,11.2932
6173,47.2372,11.2107
6175,47.2545,11.2867
6176,47.2524,11.3246
6178,47.2557,11.2592
6179,47.2517,11.203
6181,47.1674,11.1961
6182,47.1859,11.1523
6183,47.2033,11.0013
6184,47.1448,11.1144
6200,47.3938,11.7674
6210,47.4126,11.7913
6212,47.4343,11.7458
6213,47.4229,11.6621
6215,47.4853,11.6148
6220,47.3745,11.779
6222,47.352,11.7711
6230,47.4266,11.9092
6232,47.4362,11.8134
6233,47.4551,11.8724
6234,47.5379,11.8825
6235,47.3952,11.8897
6236,47.369,11.9652
6240,47.439,11.8927
6241,47.4465,11.9301
6250,47.46,11.9962
6252,47.5018,11.9873
6260,47.3855,11.861
6261,47.3951,11.8247
6262,47.3803,11.8351
6263,47.3468,11.8528
6264,47.2954,11.7963
6265,47.3455,11.8933
6271,47.3142,11.8525
6272,47.277,11.8479
6273,47.2828,11.8158
6274,47.2593,11.8835
6275,47.2969,11.8824
6276,47.2883,11.9523
6277,47.24,11.8576
6278,47.2029,11.9409
6280,47.233,11.9311
6281,47.2081,12.0308
6283,47.2101,11.8101
6284,47.1976,11.8903
6290,47.1118,11.9841
6292,47.1527,11.8027
6293,47.1503,11.7105
6294,47.097,11.6805
6295,47.0535,11.7781
6300,47.4803,12.0787
6305,47.4731,12.164
6306,47.5103,12.2003
6311,47.4293,12.0167
6313,47.3722,12.0436
6314,47.4516,12.0915
6320,47.5192,12.0216
6321,47.5069,12.0634
6322,47.5141,12.0913
6323,47.5085,12.1233
6324,47.5332,12.0521
6330,47.5848,12.1964
6334,47.5361,12.1518
6335,47.5826,12.0293
6336,47.5507,12.0789
6341,47.6116,12.2429
6342,47.6523,12.2131
6343,47.7026,12.2147
6344,47.6393,12.3003
6345,47.6465,12.3637
6346,47.6685,12.2262
6347,47.6668,12.2705
6351,47.5337,12.2412
6352,47.5185,12.2885
6353,47.5299,12.3436
6361,47.3704,12.128
6363,47.3823,12.2207
6364,47.4407,12.2555
6365,47.3874,12.3064
6370,47.4489,12.425
6371,47.4052,12.4608
6372,47.498,12.3866
6373,47.3577,12.415
6380,47.5111,12.4518
6382,47.564,12.3878
6383,47.5831,12.5025
6384,47.5861,12.5909
6385,47.6182,12.3952
6391,47.4541,12.5454
6392,47.5007,12.5497
6393,47.5241,12.5925
6395,47.4696,12.6361
6401,47.2483,11.1587
6402,47.266,11.1585
6403,47.2596,11.1155
6404,47.2732,11.1427
6405,47.2776,11.0744
6406,47.2732,11.0964
6408,47.295,11.1681
6410,47.3257,11.0816
6413,47.3509,11.0174
6414,47.3383,10.9644
6416,47.3128,10.9045
6421,47.2707,11.0433
6422,47.2475,11.0103
6423,47.2842,10.9412
6424,47.2565,10.9396
6425,47.2519,10.8409
6426,47.1924,10.8176
6430,47.2361,10.8624
6432,47.199,10.8549
6433,47.2061,10.9134
6441,47.1357,10.9419
6444,47.0326,11.0036
6450,46.9404,11.0421
6452,46.9791,10.9803
6456,46.8502,11.0129
6458,46.8276,10.8556
6460,47.2755,10.6995
6462,47.2271,10.789
6463,47.2365,10.7668
6464,47.3033,10.7513
6465,47.3278,10.8363
6471,47.18,10.776
6473,47.1449,10.7017
6474,47.1338,10.788
6481,47.0067,10.8505
6491,47.2062,10.638
6492,47.1888,10.695
6493,47.2177,10.6905
6500,47.1306,10.5533
6511,47.1949,10.5122
6521,47.1233,10.6359
6522,47.0818,10.6624
6524,46.9479,10.7334
6525,47.0932,10.6756
6526,47.0668,10.7234
6527,47.0887,10.7261
6528,47.04,10.6958
6531,47.0283,10.6545
6532,47.083,10.6471
6533,47.0746,10.5807
6534,47.0284,10.5594
6541,46.9926,10.6301
6542,46.942,10.6185
6543,46.8903,10.5419
6544,46.9804,10.4391
6551,47.132,10.5124
6552,47.1089,10.5176
6553,47.0578,10.4607
6555,47.0534,10.3406
6561,46.9862,10.2981
6562,46.9879,10.2178
6563,46.9195,10.17
6571,47.1332,10.4526
6572,47.1434,10.4142
6574,47.1305,10.3516
6580,47.0744,10.2142
6591,47.148,10.5041
6600,47.4672,10.7241
6604,47.4658,10.6626
6610,47.4901,10.6653
6611,47.4438,10.7427
6621,47.4131,10.8046
6622,47.3918,10.7299
6623,47.3556,10.669
6631,47.4337,10.8923
6632,47.4139,10.9316
6633,47.3688,10.8715
6642,47.363,10.5974
6644,47.3441,10.538
6645,47.3817,10.5248
6646,47.3482,10.4307
6647,47.2994,10.5934
6650,47.2652,10.5311
6651,47.2944,10.4883
6652,47.291,10.413
6653,47.2436,10.4114
6654,47.269,10.3306
6655,47.2204,10.2723
6670,47.4127,10.6064
6671,47.4233,10.5184
6672,47.4796,10.5993
6673,47.4985,10.5609
6675,47.4865,10.5091
6677,47.5193,10.468
6682,47.5389,10.6143
6691,47.5709,10.453
6700,47.1419,9.8474
6706,47.1251,9.7946
6707,47.1404,9.757
6708,47.0872,9.7198
6710,47.1295,9.6841
6712,47.1972,9.7649
6713,47.1933,9.7948
6714,47.1763,9.8152
6719,47.1932,9.7278
6721,47.2197,9.7744
6722,47.2378,9.8043
6723,47.2426,9.8411
6731,47.2311,9.9679
6733,47.2649,9.9076
6741,47.1951,9.8906
6751,47.1487,9.9184
6752,47.1484,10.0282
6754,47.1163,10.0833
6762,47.1151,10.1352
6763,47.1705,10.1671
6764,47.2015,10.1105
6767,47.2621,10.164
6771,47.115,9.8687
6773,47.0749,9.8087
6774,47.0434,9.8786
6780,47.0693,9.9521
6781,47.1066,9.9143
6782,47.0691,10.0589
6787,46.9564,9.923
6791,47.0051,9.9549
6793,46.9634,10.0157
6794,46.9262,10.0593
6800,47.2514,9.592
6811,47.2414,9.6326
6812,47.3016,9.5773
6820,47.1891,9.6136
6822,47.2266,9.6952
6824,47.2059,9.6961
6830,47.2704,9.7642
6832,47.2962,9.6387
6833,47.3203,9.6866
6834,47.2518,9.6869
6835,47.2855,9.7091
6836,47.3101,9.7193
6840,47.3356,9.6685
6841,47.3493,9.6173
6842,47.3267,9.6112
6844,47.3555,9.6486
6845,47.3659,9.7056
6850,47.3663,9.7979
6858,47.4557,9.7854
6861,47.4614,9.8429
6863,47.3944,10.0238
6866,47.4067,9.9091
6867,47.4095,9.8474
6870,47.3648,10.0342
6874,47.365,9.96
6881,47.3358,9.8668
6882,47.3459,9.9526
6883,47.3069,9.9458
6884,47.2905,9.8864
6886,47.3003,10.0409
6888,47.2539,10.0828
6890,47.4286,9.6708
6900,47.4989,9.7378
6911,47.5275,9.7772
6912,47.5519,9.7565
6914,47.5802,9.7799
6921,47.4833,9.762
6922,47.4637,9.7448
6923,47.4679,9.7178
6932,47.5169,9.8398
6933,47.4925,9.8746
6934,47.5252,9.92
6941,47.4675,9.8994
6942,47.4874,9.9181
6943,47.5019,9.9607
6951,47.4521,9.9169
6952,47.425,10.061
6960,47.4827,9.8144
6971,47.4871,9.6922
6972,47.4842,9.6536
6973,47.4735,9.6291
6974,47.4828,9.5865
6991,47.3599,10.1972
6992,47.3493,10.1471
6993,47.3056,10.1464
7000,47.8383,16.5353
7011,47.7767,16.5663
7012,47.7602,16.5157
7013,47.7557,16.5585
7020,47.6984,16.4697
7021,47.7416,16.5022
7022,47.719,16.5029
7023,47.7619,16.4431
7024,47.7908,16.4505
7031,47.7875,16.418
7032,47.7696,16.3933
7033,47.7993,16.3641
7034,47.8145,16.4091
7035,47.839,16.404
7041,47.7983,16.4893
7042,47.7752,16.4845
7051,47.8354,16.4762
7052,47.8365,16.4457
7053,47.883,16.4667
7061,47.8163,16.5659
7062,47.7917,16.6141
7063,47.846,16.709
7064,47.8479,16.5924
7071,47.8043,16.6918
7072,47.7624,16.6815
7081,47.8671,16.6201
7082,47.8974,16.6372
7083,47.9239,16.6881
7091,47.9298,16.747
7092,47.9407,16.765
7093,47.9428,16.7911
7100,47.9477,16.8444
7111,48.0178,16.8737
7121,47.931,16.8809
7122,47.8934,16.9101
7123,47.8976,16.9662
7131,47.8576,16.9766
7132,47.8209,16.9207
7141,47.8419,16.82
7142,47.7608,16.7701
7143,47.7511,16.8511
7151,47.7282,16.9558
7152,47.7207,16.8991
7161,47.7866,16.9314
7162,47.7565,16.9911
7163,47.7684,17.0401
7201,47.7866,16.3051
7202,47.7661,16.3504
7203,47.7449,16.326
7210,47.7207,16.3833
7212,47.7107,16.3329
7221,47.7037,16.3937
7222,47.6959,16.4291
7223,47.6566,16.3885
7301,47.5933,16.6339
7302,47.532,16.6573
7304,47.525,16.5637
7311,47.6076,16.5496
7312,47.5845,16.5481
7321,47.5901,16.4958
7322,47.6171,16.4373
7323,47.6247,16.4832
7331,47.6032,16.419
7332,47.6084,16.3725
7341,47.5686,16.366
7342,47.5369,16.3843
7343,47.5421,16.4531
7344,47.5272,16.477
7350,47.5015,16.5123
7361,47.473,16.6323
7371,47.4705,16.3653
7372,47.5045,16.4097
7373,47.4543,16.4163
7374,47.5246,16.3571
7400,47.3084,16.1982
7410,47.3351,16.0723
7411,47.3036,16.0974
7412,47.252,16.1037
7421,47.4864,16.0614
7422,47.3358,16.1374
7423,47.381,16.1044
7431,47.3339,16.2375
7432,47.3817,16.1936
7433,47.3743,16.2427
7434,47.4159,16.2559
7435,47.3712,16.3367
7441,47.4438,16.3288
7442,47.3914,16.4008
7443,47.4101,16.494
7444,47.4353,16.5443
7451,47.4446,16.4997
7452,47.4722,16.5562
7453,47.4741,16.4864
7461,47.3266,16.2916
7463,47.3039,16.3435
7464,47.3073,16.3862
7471,47.312,16.4399
7472,47.2425,16.4208
7473,47.2185,16.3899
7474,47.1583,16.4339
7501,47.2546,16.2423
7503,47.2414,16.3124
7511,47.2038,16.2865
7512,47.1763,16.3636
7521,47.1067,16.4526
7522,47.0618,16.414
7531,47.2519,16.1565
7532,47.2202,16.1585
7533,47.187,16.1553
7534,47.1851,16.2052
7535,47.1304,16.2428
7536,47.173,16.2991
7537,47.1788,16.2486
7540,47.0442,16.3315
7542,47.064,16.2539
7543,47.0741,16.1813
7544,47.1083,16.3372
7551,47.1393,16.1739
7552,47.2106,16.1189
7561,46.9908,16.2486
7562,47.0153,16.2073
7563,47.0132,16.1717
7564,47.0207,16.1428
7571,47.0522,16.1281
7572,47.0974,16.1212
8010,47.0798,15.4477
8020,47.0675,15.4053
8041,47.0305,15.4684
8042,47.0529,15.4811
8043,47.1024,15.4599
8044,47.1232,15.4967
8045,47.1479,15.4586
8046,47.1445,15.4088
8047,47.0849,15.5275
8051,47.0902,15.3724
8052,47.0613,15.3471
8053,47.0482,15.411
8054,47.0186,15.3822
8055,47.0283,15.4371
8061,47.1895,15.4776
8062,47.1647,15.5391
8063,47.1287,15.588
8071,47.0027,15.5039
8072,46.9491,15.5289
8073,46.9999,15.4375
8074,47.0309,15.515
8075,47.0572,15.5177
8076,47.028,15.5672
8077,46.9981,15.4813
8081,46.9571,15.5864
8082,46.9348,15.6582
8083,46.9054,15.7179
8091,46.8552,15.7293
8092,46.8167,15.7091
8093,46.7947,15.7746
8101,47.145,15.3581
8102,47.2281,15.4108
8103,47.1422,15.2751
8111,47.1107,15.331
8112,47.123,15.3132
8113,47.0924,15.2685
8114,47.1824,15.2506
8120,47.2075,15.3572
8121,47.2033,15.3035
8122,47.2384,15.285
8124,47.2424,15.175
8130,47.2838,15.2831
8131,47.3346,15.3803
8132,47.3609,15.3056
8141,46.9629,15.4167
8142,46.9234,15.4317
8143,46.9379,15.3698
8144,46.9881,15.3546
8151,47.0351,15.3069
8152,47.0751,15.2154
8153,47.1586,15.1842
8160,47.2597,15.6164
8162,47.2752,15.5306
8163,47.3105,15.4644
8171,47.2958,15.5985
8172,47.3331,15.6101
8181,47.1583,15.6547
8182,47.218,15.7257
8183,47.2541,15.74
8184,47.2818,15.7034
8190,47.3703,15.7006
8191,47.3197,15.6822
8192,47.417,15.7288
8200,47.1025,15.7123
8211,47.1568,15.7508
8212,47.1748,15.8106
8221,47.1911,15.8447
8222,47.2106,15.8177
8223,47.2512,15.8041
8224,47.2196,15.8944
8225,47.3065,15.8162
8230,47.2883,15.9565
8232,47.343,15.9533
8233,47.3586,16.0156
8234,47.389,15.993
8240,47.4315,16.0518
8241,47.4273,16.0098
8242,47.4399,15.9531
8243,47.4527,16.0777
8244,47.4725,16.0998
8250,47.3988,15.8818
8251,47.4794,15.9369
8252,47.4823,15.8834
8253,47.477,15.8314
8254,47.4157,15.7919
8255,47.479,15.7869
8261,47.1085,15.8208
8262,47.0906,15.9147
8263,47.073,15.9977
8264,47.1183,15.9512
8265,47.1537,15.9068
8271,47.1707,16.0173
8272,47.1821,15.9712
8273,47.2084,15.9559
8274,47.2253,16.0068
8280,47.0564,16.0683
8282,47.0001,16.1043
8283,47.1155,16.0314
8291,47.1396,16.1005
8292,47.1812,16.0903
8293,47.2116,16.0792
8294,47.2481,16.052
8295,47.2733,16.0431
8301,47.0726,15.5737
8302,47.0486,15.6271
8311,47.0512,15.8372
8312,47.0407,15.9025
8313,47.0341,15.9526
8321,47.0498,15.741
8322,47.016,15.7738
8323,47.0196,15.6717
8324,46.979,15.7426
8330,46.9623,15.8855
8332,47.0019,15.8306
8333,47.0038,15.9338
8334,46.9652,15.952
8341,46.9402,15.79
8342,46.8658,15.8106
8343,46.8765,15.8763
8344,46.8723,15.9209
8345,46.8044,15.8794
8350,46.931,16.0069
8352,46.9799,16.0571
8353,46.8788,15.978
8354,46.8354,15.9601
8355,46.7851,15.9384
8361,46.9835,16.004
8362,47.0291,16.0244
8380,46.9442,16.1352
8382,46.96,16.2105
8383,46.8977,16.1236
8384,46.8768,16.0737
8385,46.8705,16.032
8401,46.9615,15.4805
8402,46.9233,15.4867
8403,46.8478,15.5064
8410,46.8878,15.5141
8411,46.8668,15.4631
8412,46.916,15.562
8413,46.8731,15.5907
8421,46.8538,15.6521
8422,46.8027,15.6536
8423,46.7573,15.6425
8424,46.7895,15.6031
8430,46.7907,15.5462
8431,46.8209,15.5679
8435,46.7564,15.5502
8441,46.7678,15.4344
8442,46.7883,15.4588
8443,46.7527,15.3625
8444,46.7932,15.3946
8451,46.7636,15.4818
8452,46.7295,15.4462
8453,46.709,15.3983
8454,46.673,15.4113
8455,46.6783,15.3224
8461,46.7126,15.5857
8462,46.7078,15.5215
8463,46.6629,15.4871
8471,46.7082,15.6465
8472,46.735,15.6042
8473,46.7118,15.7131
8480,46.7313,15.7691
8481,46.7528,15.7136
8482,46.7455,15.7998
8483,46.7643,15.8199
8484,46.7403,15.8953
8490,46.6934,15.9913
8492,46.7261,15.9546
8493,46.7667,15.9771
8501,46.9767,15.3318
8502,46.9471,15.3217
8503,46.9013,15.3378
8504,46.8773,15.375
8505,46.8207,15.4477
8510,46.8918,15.2683
8511,46.9335,15.2379
8521,46.8267,15.3883
8522,46.82,15.3123
8523,46.8206,15.2587
8524,46.8788,15.1805
8530,46.8525,15.0929
8541,46.7707,15.1461
8542,46.7654,15.2609
8543,46.7579,15.3035
8544,46.7205,15.3145
8551,46.7395,15.0953
8552,46.6767,15.2093
8553,46.6944,15.1438
8554,46.6954,15.0676
8561,47.0002,15.2902
8562,46.9722,15.2716
8563,46.967,15.1665
8564,47.0113,15.1858
8565,47.0116,15.2408
8570,47.0534,15.1635
8572,47.0928,15.1225
8573,47.1578,15.0648
8580,47.0468,15.0806
8582,47.0461,15.1093
8583,46.9889,15.0229
8584,47.0376,14.8986
8591,47.0647,15.0087
8592,47.1284,14.9662
8593,47.1224,15.0316
8600,47.4076,15.2632
8605,47.4687,15.284
8611,47.4672,15.144
8612,47.5342,15.0551
8614,47.3902,15.4616
8616,47.3828,15.5749
8621,47.5585,15.1705
8622,47.5095,15.1567
8623,47.5692,15.2403
8624,47.5605,15.3005
8625,47.5758,15.3682
8630,47.7824,15.3246
8632,47.6915,15.1813
8634,47.6732,15.3491
8635,47.6508,15.3043
8636,47.6255,15.2525
8641,47.4423,15.3731
8642,47.5062,15.361
8643,47.4548,15.4315
8644,47.4877,15.395
8650,47.5212,15.4386
8652,47.5129,15.4003
8653,47.4485,15.5311
8654,47.4447,15.6315
8661,47.5343,15.4774
8662,47.5255,15.5204
8663,47.6082,15.5016
8664,47.6069,15.4526
8665,47.5679,15.6142
8670,47.5564,15.5482
8671,47.5024,15.622
8672,47.4941,15.6782
8673,47.4852,15.7412
8674,47.5357,15.8316
8680,47.5971,15.6765
8682,47.5774,15.663
8684,47.6043,15.7551
8685,47.6021,15.8204
8691,47.6753,15.6582
8692,47.6756,15.5552
8693,47.6827,15.4441
8694,47.7641,15.5601
8700,47.3507,15.1245
8712,47.4028,15.1415
8713,47.2972,15.0023
8714,47.3182,14.9257
8715,47.2643,14.9407
8720,47.2036,14.927
8723,47.253,14.836
8724,47.2193,14.7818
8731,47.3096,14.6452
8732,47.2851,14.7939
8733,47.3082,14.8586
8734,47.1615,14.8547
8740,47.1851,14.7435
8741,47.1165,14.8029
8742,47.0627,14.6924
8750,47.1399,14.6583
8753,47.2174,14.682
8754,47.1949,14.602
8755,47.1617,14.5778
8756,47.1962,14.5172
8761,47.2382,14.5738
8762,47.2483,14.4614
8763,47.3394,14.4055
8764,47.3204,14.3244
8765,47.3732,14.4843
8770,47.321,15.041
8772,47.3823,14.974
8773,47.399,14.9137
8774,47.4021,14.8106
8775,47.4371,14.7549
8781,47.4302,14.6571
8782,47.4626,14.6001
8783,47.5012,14.5492
8784,47.4926,14.4703
8785,47.4148,14.5327
8786,47.4621,14.3264
8790,47.549,14.8967
8792,47.3876,15.0171
8793,47.4644,14.9112
8794,47.4987,14.9857
8795,47.5327,14.7514
8800,47.1982,14.4289
8811,47.1474,14.4527
8812,47.1035,14.3728
8813,47.0757,14.2963
8820,47.0626,14.4407
8822,47.0357,14.5327
8831,47.2054,14.3511
8832,47.2447,14.263
8833,47.1328,14.3683
8841,47.1325,14.295
8842,47.1619,14.2605
8843,47.2166,14.1672
8844,47.2135,14.0893
8850,47.0855,14.2069
8852,47.1317,14.1857
8853,47.1547,14.0409
8854,47.2162,13.9559
8861,47.0807,14.1019
8862,47.0536,13.995
8863,47.0288,13.9095
8864,46.9447,13.8615
8900,47.5512,14.3201
8903,47.5297,14.2512
8904,47.6052,14.3654
8911,47.5886,14.4502
8912,47.5431,14.6325
8913,47.6163,14.6433
8920,47.5912,14.7714
8921,47.6323,14.8002
8922,47.6578,14.8427
8923,47.7105,14.8291
8924,47.6745,14.9844
8931,47.6498,14.7097
8932,47.6797,14.5294
8933,47.6674,14.6077
8934,47.7278,14.7001
8940,47.592,14.2296
8942,47.5872,14.1376
8943,47.4839,14.1974
8950,47.5414,14.1045
8951,47.5246,14.0539
8952,47.4966,14.0811
8953,47.3917,14.1387
8954,47.4959,13.9881
8960,47.4346,14.0209
8961,47.3477,13.986
8962,47.4362,13.8962
8965,47.3853,13.8734
8966,47.4006,13.8402
8967,47.4232,13.7565
8970,47.3979,13.6851
8971,47.3289,13.7388
8972,47.4344,13.663
8973,47.3472,13.6167
8974,47.4047,13.5845
8982,47.5786,14.0498
8983,47.5574,13.9313
8984,47.5547,13.8366
8990,47.576,13.783
8992,47.664,13.7696
8993,47.6618,13.9411
9020,46.636,14.3307
9061,46.6691,14.2647
9062,46.6688,14.1646
9063,46.6968,14.3312
9064,46.6871,14.4351
9065,46.5835,14.4087
9071,46.5626,14.2172
9072,46.5502,14.138
9073,46.5919,14.271
9074,46.5873,14.1826
9081,46.6057,14.1905
9082,46.6189,14.1379
9100,46.6573,14.6413
9102,46.7037,14.557
9103,46.7502,14.6367
9104,46.781,14.705
9111,46.694,14.6545
9112,46.7155,14.7281
9113,46.6694,14.7833
9121,46.6386,14.5493
9122,46.6048,14.572
9123,46.5782,14.5211
9125,46.6184,14.675
9130,46.66,14.4893
9131,46.6046,14.4752
9132,46.5505,14.5059
9133,46.5394,14.6159
9135,46.4558,14.5652
9141,46.5839,14.654
9142,46.5474,14.6999
9143,46.5706,14.7516
9150,46.5739,14.8069
9155,46.6347,14.8931
9161,46.5661,14.3216
9162,46.5246,14.2357
9163,46.4801,14.2294
9170,46.4925,14.3528
9173,46.5247,14.4221
9181,46.4898,14.1395
9182,46.5146,14.0905
9183,46.5142,14.0237
9184,46.5575,14.0455
9201,46.633,14.2189
9210,46.6345,14.1518
9212,46.6465,14.0846
9220,46.6182,14.0263
9231,46.65,14.0114
9232,46.5781,13.9937
9241,46.623,13.9595
9300,46.7742,14.3536
9311,46.8229,14.3619
9312,46.8429,14.4028
9313,46.7903,14.4286
9314,46.7621,14.4614
9321,46.8349,14.4799
9322,46.9189,14.4367
9323,47.0092,14.3997
9330,46.8797,14.4372
9334,46.9055,14.5089
9335,46.9218,14.6229
9341,46.9085,14.3286
9342,46.8567,14.2978
9343,46.8942,14.2044
9344,46.8399,14.199
9345,46.8786,14.1639
9346,46.9211,14.0876
9360,46.9689,14.4331
9361,46.9899,14.3206
9362,46.9514,14.2632
9363,46.9906,14.1381
9371,46.7431,14.5417
9372,46.799,14.5937
9373,46.8226,14.562
9374,46.8745,14.5864
9375,46.9639,14.5776
9376,46.9263,14.558
9400,46.858,14.8338
9411,46.8566,14.7029
9412,46.8907,14.7358
9413,46.845,14.9518
9421,46.7812,14.9135
9422,46.7405,14.8821
9423,46.7352,14.9738
9431,46.8183,14.8962
9433,46.7647,14.799
9441,46.9085,14.9021
9451,46.9465,14.9406
9461,46.9138,14.8052
9462,46.9807,14.8326
9463,47.0017,14.7009
9470,46.6993,14.8514
9472,46.683,14.9616
9473,46.6648,14.9011
9500,46.6204,13.8018
9504,46.5886,13.8112
9520,46.6721,13.9095
9521,46.6745,13.8632
9523,46.6411,13.8909
9524,46.615,13.8919
9530,46.614,13.691
9531,46.6311,13.6053
9535,46.5887,14.0913
9536,46.5711,14.0686
9541,46.69,13.811
9542,46.7361,13.7713
9543,46.7372,13.8774
9544,46.7675,13.7465
9545,46.8446,13.6952
9546,46.8521,13.7861
9551,46.6913,13.958
9552,46.7057,14.0138
9554,46.7627,14.1648
9555,46.7183,14.2009
9556,46.7492,14.2657
9560,46.7364,14.1061
9562,46.7506,14.0102
9563,46.7981,13.9257
9564,46.8271,13.8747
9565,46.8751,13.8849
9570,46.6711,13.9854
9571,46.8658,13.9829
9572,46.8972,14.0259
9580,46.5988,13.9223
9581,46.5416,13.9654
9582,46.5365,13.9147
9583,46.57,13.9196
9584,46.5497,13.8732
9585,46.5465,13.8449
9586,46.5647,13.8051
9587,46.5471,13.7867
9601,46.5557,13.7157
9602,46.5498,13.6542
9611,46.5912,13.652
9612,46.6131,13.5718
9613,46.5646,13.5733
9614,46.5835,13.5071
9615,46.6206,13.4775
9620,46.6249,13.3393
9622,46.6859,13.2335
9623,46.6296,13.5166
9624,46.613,13.4297
9631,46.6078,13.2467
9632,46.6316,13.1918
9633,46.6425,13.156
9634,46.6395,13.1263
9635,46.6498,13.0704
9640,46.6605,12.9939
9651,46.6711,12.9258
9652,46.6661,12.8713
9653,46.6849,12.8166
9654,46.6953,12.7676
9655,46.6957,12.7249
9701,46.7699,13.579
9702,46.7542,13.6531
9710,46.6751,13.6473
9711,46.6945,13.6025
9712,46.7233,13.7001
9713,46.7253,13.5885
9714,46.6983,13.4675
9721,46.6795,13.7199
9722,46.6612,13.7581
9751,46.8223,13.3122
9753,46.7619,13.3629
9754,46.7835,13.2408
9761,46.7641,13.1746
9762,46.6962,13.3656
9771,46.7443,13.1293
9772,46.766,13.084
9773,46.7698,13.0262
9781,46.765,12.9631
9782,46.7913,12.9178
9800,46.7817,13.5208
9805,46.7901,13.4465
9811,46.8628,13.4286
9812,46.8654,13.3835
9813,46.8378,13.3687
9814,46.8846,13.3444
9815,46.9015,13.3158
9816,46.8965,13.2579
9821,46.9274,13.2055
9822,47.0079,13.1917
9831,46.9709,13.0594
9832,46.8797,13.0463
9833,46.8472,12.9821
9841,46.8771,12.8697
9842,46.9347,12.877
9843,46.9926,12.8955
9844,47.0429,12.8516
9851,46.8322,13.4833
9852,46.8962,13.4724
9853,46.9282,13.4956
9854,47.0153,13.4224
9861,46.9187,13.6718
